Contestant,GameIdForUrl,GameId,Date,FinalScore,Outcome,GameFormat,TournamentName,CoryatScore,QuestionsRight,DailyDoublesRight,QuestionsWrong,DailyDoublesWrong
James Holzhauer,6268,7975,"Friday, April 19, 2019",80006,"12-day champion: $851,926",Regular Season,Regular Season,25600,35,2,4,1
James Holzhauer,6267,7974,"Thursday, April 18, 2019",74133,"11-day champion: $771,920",Regular Season,Regular Season,33400,39,3,0,0
James Holzhauer,6265,7972,"Tuesday, April 16, 2019",106181,"9-day champion: $566,660",Regular Season,Regular Season,36000,42,3,2,0
James Holzhauer,6263,7971,"Monday, April 15, 2019",45444,"8-day champion: $460,479",Regular Season,Regular Season,30800,37,2,2,1
James Holzhauer,6262,7970,"Friday, April 12, 2019",89158,"7-day champion: $415,035",Regular Season,Regular Season,29400,32,3,0,0
James Holzhauer,6261,7969,"Thursday, April 11, 2019",27190,"6-day champion: $325,877",Regular Season,Regular Season,18200,25,2,2,0
James Holzhauer,6260,7968,"Wednesday, April 10, 2019",54322,"5-day champion: $298,687",Regular Season,Regular Season,28600,31,1,2,1
James Holzhauer,6258,7966,"Monday, April 8, 2019",50845,"3-day champion: $133,451",Regular Season,Regular Season,28400,30,2,1,0
James Holzhauer,6257,7965,"Friday, April 5, 2019",38926,"2-day champion: $82,606",Regular Season,Regular Season,18800,22,1,1,0
James Holzhauer,6256,7964,"Thursday, April 4, 2019",43680,"New champion: $43,680",Regular Season,Regular Season,27800,31,2,1,0
James Holzhauer,6526,7,"Tuesday, January 14, 2020",34181,Accumulated Game,Regular Season,Greatest of All Time,22800,23,0,0,0
James Holzhauer,6527,8,"Tuesday, January 14, 2020",0,Accumulated Game,Regular Season,Greatest of All Time,25400,30,1,1,0
James Holzhauer,6521,5,"Thursday, January 9, 2020",27200,Accumulated Game,Regular Season,Greatest of All Time,13200,24,1,3,0
James Holzhauer,6522,6,"Thursday, January 9, 2020",6492,Accumulated Game,Regular Season,Greatest of All Time,12400,22,0,4,1
James Holzhauer,6518,3,"Wednesday, January 8, 2020",44314,Accumulated Game,Regular Season,Greatest of All Time,20400,28,2,2,0
James Holzhauer,6519,4,"Wednesday, January 8, 2020",38100,Accumulated Game,Regular Season,Greatest of All Time,16000,22,1,2,0
James Holzhauer,6515,1,"Tuesday, January 7, 2020",33200,Accumulated Game,Regular Season,Greatest of All Time,16600,20,0,0,0
James Holzhauer,6516,2,"Tuesday, January 7, 2020",30000,Accumulated Game,Regular Season,Greatest of All Time,15000,19,0,2,0
David Madden,966,5002,"Tuesday, May 16, 2006",0,"3rd place: $10,000",Tournament,Tournament of Champions,4400,15,1,6,0
David Madden,959,4999,"Thursday, May 11, 2006",28001,Automatic semifinalist,Tournament,Tournament of Champions,20200,22,2,2,0
David Madden,512,4831,"Monday, September 19, 2005",13300,"2nd place: $2,000",Regular Season,Regular Season,7400,11,0,3,0
David Madden,509,4830,"Friday, September 16, 2005",16500,"19-day champion: $430,400",Regular Season,Regular Season,20000,23,2,3,0
David Madden,507,4829,"Thursday, September 15, 2005",22000,"18-day champion: $413,900",Regular Season,Regular Season,14400,17,3,0,0
David Madden,506,4828,"Wednesday, September 14, 2005",13200,"17-day champion: $391,900",Regular Season,Regular Season,15800,20,2,3,1
David Madden,503,4827,"Tuesday, September 13, 2005",23999,"16-day champion: $378,700",Regular Season,Regular Season,19800,25,2,3,0
David Madden,487,4826,"Monday, September 12, 2005",21400,"15-day champion: $354,701",Regular Season,Regular Season,23000,27,1,0,0
David Madden,459,4825,"Friday, July 22, 2005",28200,"14-day champion: $333,301",Regular Season,Regular Season,22800,26,3,0,0
David Madden,457,4824,"Thursday, July 21, 2005",25000,"13-day champion: $305,101",Regular Season,Regular Season,18800,21,3,2,0
David Madden,455,4823,"Wednesday, July 20, 2005",11000,"12-day champion: $280,101",Regular Season,Regular Season,8000,18,1,7,0
David Madden,453,4822,"Tuesday, July 19, 2005",30001,"11-day champion: $269,101",Regular Season,Regular Season,15400,18,2,2,0
David Madden,452,4821,"Monday, July 18, 2005",22000,"10-day champion: $239,100",Regular Season,Regular Season,22600,24,3,3,0
David Madden,448,4820,"Friday, July 15, 2005",18600,"9-day champion: $217,100",Regular Season,Regular Season,16200,21,2,1,0
David Madden,447,4819,"Thursday, July 14, 2005",25000,"8-day champion: $198,500",Regular Season,Regular Season,22800,27,3,2,0
David Madden,444,4818,"Wednesday, July 13, 2005",18000,"7-day champion: $173,500",Regular Season,Regular Season,18000,26,1,2,0
David Madden,442,4817,"Tuesday, July 12, 2005",29000,"6-day champion: $155,500",Regular Season,Regular Season,24800,30,3,0,0
David Madden,439,4816,"Monday, July 11, 2005",32100,"5-day champion: $126,500",Regular Season,Regular Season,33000,35,3,0,0
David Madden,433,4815,"Friday, July 8, 2005",25000,"4-day champion: $94,400",Regular Season,Regular Season,22000,26,2,3,1
David Madden,431,4814,"Thursday, July 7, 2005",34200,"3-day champion: $69,400",Regular Season,Regular Season,24800,32,2,0,0
David Madden,428,4813,"Wednesday, July 6, 2005",18800,"2-day champion: $35,200",Regular Season,Regular Season,20000,26,3,1,0
David Madden,426,4812,"Tuesday, July 5, 2005",16400,"New champion: $16,400",Regular Season,Regular Season,16400,17,0,1,0
David Madden,6232,7942,"Tuesday, March 5, 2019",34000,Accumulated Game,Tournament,All-Star Games,22000,23,3,0,0
David Madden,6225,7935,"Friday, February 22, 2019",8400,Accumulated Game,Tournament,All-Star Games,4200,12,0,5,0
David Madden,6231,7941,"Monday, March 4, 2019",36000,Accumulated Game,Tournament,All-Star Games,19600,26,2,0,0
David Madden,6224,7934,"Thursday, February 21, 2019",49800,Accumulated Game,Tournament,All-Star Games,23600,27,2,1,0
Larissa Kelly,2492,5473,"Wednesday, May 28, 2008",1800,"3rd place: $1,000",Regular Season,Regular Season,13800,19,0,4,2
Larissa Kelly,2491,5472,"Tuesday, May 27, 2008",42800,"6-day champion: $222,597",Regular Season,Regular Season,19400,21,1,1,0
Larissa Kelly,2489,5471,"Monday, May 26, 2008",33600,"5-day champion: $179,797",Regular Season,Regular Season,15800,22,1,2,0
Larissa Kelly,2487,5470,"Friday, May 23, 2008",37597,"4-day champion: $146,197",Regular Season,Regular Season,15400,20,1,3,1
Larissa Kelly,2488,5469,"Thursday, May 22, 2008",28000,"3-day champion: $108,600",Regular Season,Regular Season,16000,21,0,2,0
Larissa Kelly,2486,5468,"Wednesday, May 21, 2008",35400,"2-day champion: $80,600",Regular Season,Regular Season,25200,29,2,2,0
Larissa Kelly,2484,5467,"Tuesday, May 20, 2008",45200,"New champion: $45,200",Regular Season,Regular Season,30400,29,2,0,0
Larissa Kelly,2966,5657,"Tuesday, March 24, 2009",6800,Accumulated Game,Tournament,Tournament of Champions,17000,26,2,1,0
Larissa Kelly,2965,5656,"Monday, March 23, 2009",24400,Accumulated Game,Tournament,Tournament of Champions,12000,18,1,3,0
Larissa Kelly,2962,5654,"Thursday, March 19, 2009",30000,Finalist,Tournament,Tournament of Champions,21600,28,1,3,1
Larissa Kelly,2957,5649,"Thursday, March 12, 2009",26400,Automatic semifinalist,Tournament,Tournament of Champions,22000,26,1,1,0
Larissa Kelly,6224,7934,"Thursday, February 21, 2019",49800,Accumulated Game,Tournament,All-Star Games,23600,27,2,1,0
Larissa Kelly,6232,7942,"Tuesday, March 5, 2019",34000,Accumulated Game,Tournament,All-Star Games,22000,23,3,0,0
Larissa Kelly,6231,7941,"Monday, March 4, 2019",36000,Accumulated Game,Tournament,All-Star Games,19600,26,2,0,0
Larissa Kelly,6225,7935,"Friday, February 22, 2019",8400,Accumulated Game,Tournament,All-Star Games,4200,12,0,5,0
Larissa Kelly,4463,6808,"Wednesday, April 2, 2014",14799,"2nd place: $5,000",Tournament,Battle of the Decades,18400,23,2,1,0
Matt Jackson,5104,7175,"Friday, November 20, 2015",7200,Accumulated Game,Tournament,Tournament of Champions,17200,21,0,3,1
Matt Jackson,5103,7174,"Thursday, November 19, 2015",3000,Accumulated Game,Tournament,Tournament of Champions,11200,17,1,2,0
Matt Jackson,5101,7173,"Wednesday, November 18, 2015",28400,Finalist,Tournament,Tournament of Champions,22400,23,1,0,0
Matt Jackson,5095,7168,"Wednesday, November 11, 2015",24898,Automatic semifinalist,Tournament,Tournament of Champions,21400,29,1,0,0
Matt Jackson,5066,7148,"Wednesday, October 14, 2015",399,"2nd place: $2,000",Regular Season,Regular Season,13800,19,2,2,0
Matt Jackson,5065,7147,"Tuesday, October 13, 2015",21201,"13-day champion: $411,612",Regular Season,Regular Season,25200,29,2,0,0
Matt Jackson,5064,7146,"Monday, October 12, 2015",51000,"12-day champion: $390,411",Regular Season,Regular Season,25800,29,2,0,0
Matt Jackson,5063,7145,"Friday, October 9, 2015",50000,"11-day champion: $339,411",Regular Season,Regular Season,28200,28,2,1,0
Matt Jackson,5062,7144,"Thursday, October 8, 2015",40000,"10-day champion: $289,411",Regular Season,Regular Season,33400,34,3,0,0
Matt Jackson,5061,7143,"Wednesday, October 7, 2015",18801,"9-day champion: $249,411",Regular Season,Regular Season,17000,22,1,3,1
Matt Jackson,5059,7142,"Tuesday, October 6, 2015",40009,"8-day champion: $230,610",Regular Season,Regular Season,29200,33,2,1,0
Matt Jackson,5058,7141,"Monday, October 5, 2015",24200,"7-day champion: $190,601",Regular Season,Regular Season,26400,27,2,1,1
Matt Jackson,5057,7140,"Friday, October 2, 2015",26000,"6-day champion: $166,401",Regular Season,Regular Season,24200,27,3,1,0
Matt Jackson,5056,7139,"Thursday, October 1, 2015",34401,"5-day champion: $140,401",Regular Season,Regular Season,24600,26,2,1,0
Matt Jackson,5055,7138,"Wednesday, September 30, 2015",24800,"4-day champion: $106,000",Regular Season,Regular Season,28400,33,2,1,0
Matt Jackson,5053,7137,"Tuesday, September 29, 2015",30000,"3-day champion: $81,200",Regular Season,Regular Season,20600,24,2,2,0
Matt Jackson,5052,7136,"Monday, September 28, 2015",30000,"2-day champion: $51,200",Regular Season,Regular Season,29200,34,3,1,0
Matt Jackson,5050,7135,"Friday, September 25, 2015",21200,"New champion: $21,200",Regular Season,Regular Season,17200,24,1,0,0
Matt Jackson,6232,7942,"Tuesday, March 5, 2019",16200,Accumulated Game,Tournament,All-Star Games,16200,21,0,2,0
Matt Jackson,6231,7941,"Monday, March 4, 2019",32500,Accumulated Game,Tournament,All-Star Games,22800,22,1,1,0
Matt Jackson,6228,7938,"Wednesday, February 27, 2019",30738,Accumulated Game,Tournament,All-Star Games,24400,27,2,2,0
Matt Jackson,6227,7937,"Tuesday, February 26, 2019",40003,Accumulated Game,Tournament,All-Star Games,24000,27,3,2,0
Jason Zuffranieri,6425,8059,"Thursday, September 26, 2019",19500,"2nd place: $2,000",Regular Season,Regular Season,21000,25,0,0,0
Jason Zuffranieri,6424,8058,"Wednesday, September 25, 2019",30400,"19-day champion: $532,496",Regular Season,Regular Season,25000,26,2,0,0
Jason Zuffranieri,6423,8057,"Tuesday, September 24, 2019",30000,"18-day champion: $502,096",Regular Season,Regular Season,28000,31,2,1,1
Jason Zuffranieri,6422,8056,"Monday, September 23, 2019",35000,"17-day champion: $472,096",Regular Season,Regular Season,26000,30,2,2,0
Jason Zuffranieri,6420,8055,"Friday, September 20, 2019",18753,"16-day champion: $437,096",Regular Season,Regular Season,21600,26,2,3,1
Jason Zuffranieri,6419,8054,"Thursday, September 19, 2019",18800,"15-day champion: $418,343",Regular Season,Regular Season,16800,22,0,1,0
Jason Zuffranieri,6418,8053,"Wednesday, September 18, 2019",37600,"14-day champion: $399,543",Regular Season,Regular Season,27400,30,2,3,1
Jason Zuffranieri,6417,8052,"Tuesday, September 17, 2019",5300,"13-day champion: $361,943",Regular Season,Regular Season,23000,29,1,1,0
Jason Zuffranieri,6416,8051,"Monday, September 16, 2019",24400,"12-day champion: $356,643",Regular Season,Regular Season,25800,27,3,1,0
Jason Zuffranieri,6414,8050,"Friday, September 13, 2019",58400,"11-day champion: $332,243",Regular Season,Regular Season,33200,38,3,1,0
Jason Zuffranieri,6413,8049,"Thursday, September 12, 2019",40600,"10-day champion: $273,843",Regular Season,Regular Season,30400,35,2,2,0
Jason Zuffranieri,6412,8048,"Wednesday, September 11, 2019",41143,"9-day champion: $233,243",Regular Season,Regular Season,28400,35,2,3,1
Jason Zuffranieri,6411,8047,"Tuesday, September 10, 2019",25600,"8-day champion: $192,100",Regular Season,Regular Season,21400,27,3,1,0
Jason Zuffranieri,6410,8046,"Monday, September 9, 2019",29200,"7-day champion: $166,500",Regular Season,Regular Season,28600,29,2,2,1
Jason Zuffranieri,6389,8045,"Friday, July 26, 2019",27600,"6-day champion: $137,300",Regular Season,Regular Season,27800,34,2,4,1
Jason Zuffranieri,6388,8044,"Thursday, July 25, 2019",4400,"5-day champion: $109,700",Regular Season,Regular Season,18200,18,1,2,1
Jason Zuffranieri,6386,8043,"Wednesday, July 24, 2019",30000,"4-day champion: $105,300",Regular Season,Regular Season,21200,28,1,3,1
Jason Zuffranieri,6384,8042,"Tuesday, July 23, 2019",30100,"3-day champion: $75,300",Regular Season,Regular Season,18600,26,1,2,0
Jason Zuffranieri,6381,8041,"Monday, July 22, 2019",18600,"2-day champion: $45,200",Regular Season,Regular Season,23800,24,1,1,0
Jason Zuffranieri,6379,8040,"Friday, July 19, 2019",26600,"New champion: $26,600",Regular Season,Regular Season,22000,25,2,1,0
Roger Craig,3459,5977,"Tuesday, September 14, 2010",77000,"2-day champion: $114,000",Regular Season,Regular Season,34400,39,3,4,0
Roger Craig,3464,5982,"Tuesday, September 21, 2010",4599,"3rd place: $1,000",Regular Season,Regular Season,19600,27,1,2,0
Roger Craig,3463,5981,"Monday, September 20, 2010",34399,"6-day champion: $230,200",Regular Season,Regular Season,23800,23,2,2,0
Roger Craig,3462,5980,"Friday, September 17, 2010",29000,"5-day champion: $195,801",Regular Season,Regular Season,23200,26,1,3,0
Roger Craig,3461,5979,"Thursday, September 16, 2010",28400,"4-day champion: $166,801",Regular Season,Regular Season,19400,25,2,4,0
Roger Craig,3460,5978,"Wednesday, September 15, 2010",24401,"3-day champion: $138,401",Regular Season,Regular Season,22600,31,1,2,1
Roger Craig,3458,5976,"Monday, September 13, 2010",37000,"New champion: $37,000",Regular Season,Regular Season,22600,28,2,1,0
Roger Craig,3760,6247,"Tuesday, November 15, 2011",1200,Accumulated Game,Tournament,Tournament of Champions,13000,25,1,6,0
Roger Craig,3759,6246,"Monday, November 14, 2011",50000,Accumulated Game,Tournament,Tournament of Champions,19000,24,2,3,0
Roger Craig,3757,6245,"Friday, November 11, 2011",27600,Finalist,Tournament,Tournament of Champions,12400,21,3,6,0
Roger Craig,3752,6239,"Thursday, November 3, 2011",19600,Automatic semifinalist,Tournament,Tournament of Champions,32000,36,2,3,0
Roger Craig,6230,7940,"Friday, March 1, 2019",0,Accumulated Game,Tournament,All-Star Games,11400,17,0,5,1
Roger Craig,6229,7939,"Thursday, February 28, 2019",5200,Accumulated Game,Tournament,All-Star Games,15600,19,0,2,0
Roger Craig,6228,7938,"Wednesday, February 27, 2019",13600,Accumulated Game,Tournament,All-Star Games,13400,15,1,0,0
Roger Craig,6227,7937,"Tuesday, February 26, 2019",8000,Accumulated Game,Tournament,All-Star Games,6800,14,0,6,0
Roger Craig,4506,6840,"Friday, May 16, 2014",4000,Accumulated Game,Tournament,Battle of the Decades,12200,17,0,5,1
Roger Craig,4505,6839,"Thursday, May 15, 2014",800,Accumulated Game,Tournament,Battle of the Decades,9400,13,0,3,1
Roger Craig,4504,6838,"Wednesday, May 14, 2014",12799,Finalist,Tournament,Battle of the Decades,16800,24,1,8,0
Roger Craig,4494,6831,"Monday, May 5, 2014",22078,Automatic semifinalist,Tournament,Battle of the Decades,15400,22,2,6,0
Roger Craig,4461,6807,"Tuesday, April 1, 2014",17601,Quarterfinalist,Tournament,Battle of the Decades,11800,21,2,5,0
Colby Burnett,4017,6482,"Tuesday, November 20, 2012",18671,Accumulated Game,Tournament,Teachers Tournament,20600,20,0,0,0
Colby Burnett,4016,6481,"Monday, November 19, 2012",10600,Accumulated Game,Tournament,Teachers Tournament,11800,18,1,1,0
Colby Burnett,4014,6480,"Friday, November 16, 2012",14701,Finalist,Tournament,Teachers Tournament,17800,23,0,4,1
Colby Burnett,4008,6473,"Wednesday, November 7, 2012",20001,Automatic semifinalist,Tournament,Teachers Tournament,18400,24,2,3,0
Colby Burnett,4092,6552,"Tuesday, February 26, 2013",14400,Accumulated Game,Tournament,Tournament of Champions,16800,18,1,3,1
Colby Burnett,4090,6551,"Monday, February 25, 2013",22200,Accumulated Game,Tournament,Tournament of Champions,21200,24,0,2,0
Colby Burnett,4087,6549,"Thursday, February 21, 2013",38401,Finalist,Tournament,Tournament of Champions,21200,22,2,0,0
Colby Burnett,4079,6544,"Thursday, February 14, 2013",16400,Automatic semifinalist,Tournament,Tournament of Champions,15400,20,1,1,1
Colby Burnett,6231,7941,"Monday, March 4, 2019",8000,Accumulated Game,Tournament,All-Star Games,4000,6,0,1,0
Colby Burnett,6224,7934,"Thursday, February 21, 2019",0,Accumulated Game,Tournament,All-Star Games,6400,10,0,0,0
Colby Burnett,6232,7942,"Tuesday, March 5, 2019",16601,Accumulated Game,Tournament,All-Star Games,9600,12,0,0,0
Colby Burnett,6230,7940,"Friday, March 1, 2019",7499,Accumulated Game,Tournament,All-Star Games,7600,16,0,3,0
Colby Burnett,6229,7939,"Thursday, February 28, 2019",7600,Accumulated Game,Tournament,All-Star Games,16200,15,2,1,0
Colby Burnett,6225,7935,"Friday, February 22, 2019",21800,Accumulated Game,Tournament,All-Star Games,11000,15,0,2,0
Colby Burnett,4504,6838,"Wednesday, May 14, 2014",4099,"2nd place: $25,000",Tournament,Battle of the Decades,13400,16,0,1,1
Colby Burnett,4500,6835,"Friday, May 9, 2014",11000,"2nd place: $10,000 if eliminated",Tournament,Battle of the Decades,12200,11,1,2,1
Colby Burnett,4462,6806,"Monday, March 31, 2014",16201,Quarterfinalist,Tournament,Battle of the Decades,16400,18,2,1,0
Julia Collins,4731,6945,"Friday, November 21, 2014",5600,Accumulated Game,Tournament,Tournament of Champions,7600,13,0,3,0
Julia Collins,4730,6944,"Thursday, November 20, 2014",6400,Accumulated Game,Tournament,Tournament of Champions,12000,13,2,1,0
Julia Collins,4726,6941,"Monday, November 17, 2014",16500,Finalist,Tournament,Tournament of Champions,12000,17,0,2,0
Julia Collins,4722,6938,"Wednesday, November 12, 2014",9100,"2nd place: $5,000 if eliminated",Tournament,Tournament of Champions,13400,21,1,2,0
Julia Collins,4527,6851,"Monday, June 2, 2014",0,"3rd place: $1,000",Regular Season,Regular Season,13400,21,1,3,1
Julia Collins,4523,6850,"Friday, May 30, 2014",18100,"20-day champion: $428,100",Regular Season,Regular Season,15800,21,0,4,2
Julia Collins,4521,6849,"Thursday, May 29, 2014",18400,"19-day champion: $410,000",Regular Season,Regular Season,24600,27,2,2,1
Julia Collins,4519,6848,"Wednesday, May 28, 2014",18900,"18-day champion: $391,600",Regular Season,Regular Season,19800,24,1,1,1
Julia Collins,4516,6847,"Tuesday, May 27, 2014",35000,"17-day champion: $372,700",Regular Season,Regular Season,22800,29,2,2,0
Julia Collins,4514,6846,"Monday, May 26, 2014",22800,"16-day champion: $337,700",Regular Season,Regular Season,28600,29,2,1,0
Julia Collins,4511,6845,"Friday, May 23, 2014",30800,"15-day champion: $314,900",Regular Season,Regular Season,28200,37,3,4,0
Julia Collins,4510,6844,"Thursday, May 22, 2014",22690,"14-day champion: $284,100",Regular Season,Regular Season,19600,23,2,1,0
Julia Collins,4509,6843,"Wednesday, May 21, 2014",15800,"13-day champion: $261,410",Regular Season,Regular Season,17400,22,1,2,1
Julia Collins,4508,6842,"Tuesday, May 20, 2014",14300,"12-day champion: $245,610",Regular Season,Regular Season,21800,26,1,3,1
Julia Collins,4507,6841,"Monday, May 19, 2014",10700,"11-day champion: $231,310",Regular Season,Regular Season,18200,22,1,2,1
Julia Collins,4488,6830,"Friday, May 2, 2014",21900,"10-day champion: $220,610",Regular Season,Regular Season,17600,24,1,1,0
Julia Collins,4489,6829,"Thursday, May 1, 2014",28100,"9-day champion: $198,710",Regular Season,Regular Season,15000,19,2,3,0
Julia Collins,4485,6828,"Wednesday, April 30, 2014",25700,"8-day champion: $170,610",Regular Season,Regular Season,21200,25,1,2,1
Julia Collins,4484,6827,"Tuesday, April 29, 2014",20100,"7-day champion: $144,910",Regular Season,Regular Season,22800,25,1,2,0
Julia Collins,4483,6826,"Monday, April 28, 2014",22000,"6-day champion: $124,810",Regular Season,Regular Season,18200,20,2,1,0
Julia Collins,4481,6825,"Friday, April 25, 2014",29700,"5-day champion: $102,810",Regular Season,Regular Season,20600,25,0,1,0
Julia Collins,4482,6824,"Thursday, April 24, 2014",20005,"4-day champion: $73,110",Regular Season,Regular Season,22000,26,1,1,1
Julia Collins,4480,6823,"Wednesday, April 23, 2014",16500,"3-day champion: $53,105",Regular Season,Regular Season,12200,18,1,2,0
Julia Collins,4479,6822,"Tuesday, April 22, 2014",21000,"2-day champion: $36,605",Regular Season,Regular Season,19600,25,1,1,1
Julia Collins,4478,6821,"Monday, April 21, 2014",15605,"New champion: $15,605",Regular Season,Regular Season,8000,16,0,3,0
Julia Collins,6228,7938,"Wednesday, February 27, 2019",15600,Accumulated Game,Tournament,All-Star Games,7800,10,0,1,0
Julia Collins,6227,7937,"Tuesday, February 26, 2019",0,Accumulated Game,Tournament,All-Star Games,11200,16,0,0,0
